AgeGroup,Divorced,YearsTogether,Divorced,Province,Divorced
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,1.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,1,Ont.,1.0
35 to 39 years,0.0,5 years,1,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,1.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,1.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,1.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,1.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,1.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,1.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,1.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,1,Ont.,1.0
35 to 39 years,1.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,1.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,1,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
35 to 39 years,0.0,5 years,0,Ont.,0.0
40 to 44 years,1.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,1.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,1.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,1.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,1.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,1.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,1.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,1.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,1.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,1.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,1,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,0.0
40 to 44 years,0.0,6 years,0,Man.,1.0
40 to 44 years,0.0,6 years,0,Man.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,1.0,7 years,1,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,1.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,1.0,7 years,0,Sask.,1.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
45 to 49 years,0.0,7 years,1,Sask.,1.0
45 to 49 years,0.0,7 years,1,Sask.,0.0
45 to 49 years,0.0,7 years,0,Sask.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,1,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,1,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,1.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,1.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,1,Alta.,0.0
50 to 54 years,0.0,8 years,1,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,1.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,1.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,1,Alta.,0.0
50 to 54 years,0.0,8 years,1,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,1,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
50 to 54 years,0.0,8 years,0,Alta.,1.0
50 to 54 years,0.0,8 years,1,Alta.,1.0
50 to 54 years,0.0,8 years,0,Alta.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,1.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,1,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,1.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,1,B.C.,0.0
55 to 59 years,0.0,9 years,1,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,1,B.C.,1.0
55 to 59 years,1.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,1,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,1,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,1.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,1,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,1.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,1.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
55 to 59 years,0.0,9 years,0,B.C.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,1,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,1,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,1.0
60 to 64 years,0.0,10 years,0,Y.T.,0.0
